,Luni - Vineri,Sambata,Duminica
99,12:34,13:31,14:18
100,12:38,13:34,14:23
101,12:42,13:38,14:27
102,12:46,13:41,14:32
103,12:50,13:45,14:36
104,12:54,13:48,14:40
105,12:58,13:52,14:44
106,13:02,13:56,14:48
107,13:06,14:00,14:52
108,13:10,14:04,14:56
109,13:14,14:08,15:00
110,13:17,14:12,15:04
111,13:21,14:16,15:08
112,13:25,14:20,15:16
113,13:29,14:24,15:21
114,13:33,14:28,15:30
115,13:36,14:32,15:34
116,13:39,14:36,15:43
117,13:42,14:40,15:52
118,13:45,14:44,15:58
119,13:49,14:47,16:04
120,13:53,14:54,16:08
121,13:57,14:57,16:12
122,14:01,15:01,16:20
123,14:05,15:08,16:24
124,14:09,15:12,16:28
125,14:13,15:20,16:32
126,14:17,15:24,16:36
127,14:22,15:28,16:40
128,14:26,15:36,16:45
129,14:30,15:44,16:50
130,14:34,15:50,16:54
131,14:39,15:56,16:59
132,14:45,16:00,17:03
133,14:52,16:06,17:08
134,14:59,16:13,17:12
135,15:04,16:17,17:16
136,15:07,16:20,17:20
137,15:12,16:24,17:24
138,15:18,16:28,17:28
139,15:24,16:32,17:32
140,15:29,16:36,17:36
141,15:34,16:40,17:40
142,15:40,16:44,17:44
143,15:45,16:48,17:48
144,15:49,16:52,17:52
145,15:53,16:56,17:56
146,15:57,17:00,18:01
147,16:03,17:03,18:06
148,16:06,17:06,18:10
149,16:09,17:09,18:15
150,16:12,17:13,18:19
151,16:15,17:17,18:24
152,16:18,17:21,18:28
153,16:21,17:25,18:32
154,16:24,17:29,18:36
155,16:27,17:33,18:40
156,16:30,17:36,18:50
157,16:33,17:40,19:00
158,16:36,17:44,19:08
159,16:39,17:48,19:17
160,16:42,17:52,19:30
161,16:45,17:56,19:41
162,16:49,18:00,19:52
163,16:53,18:04,20:03
164,16:56,18:08,20:13
165,16:59,18:12,20:23
166,17:02,18:16,20:33
167,17:05,18:19,20:44
168,17:08,18:22,20:54
169,17:11,18:25,21:04
170,17:14,18:29,21:14
171,17:17,18:33,21:24
172,17:20,18:37,21:34
173,17:23,18:43,21:44
174,17:26,18:49,21:55
175,17:29,18:54,22:05
176,17:32,19:00,22:15
177,17:35,19:06,22:25
178,17:38,19:12,22:35
179,17:41,19:20,22:45
180,17:44,19:32,22:55
181,17:47,19:43,
182,17:50,19:54,
183,17:53,20:05,
184,17:56,20:15,
185,17:59,20:25,
186,18:02,20:36,
187,18:05,20:46,
188,18:08,20:56,
189,18:12,21:06,
190,18:16,21:16,
191,18:19,21:26,
192,18:22,21:36,
193,18:25,21:47,
194,18:28,21:57,
195,18:31,22:07,
196,18:34,22:17,
197,18:37,22:27,
198,18:40,22:37,
199,18:43,22:47,
200,18:46,22:58,
201,18:50,,
202,18:55,,
203,18:59,,
204,19:03,,
205,19:07,,
206,19:11,,
207,19:16,,
208,19:24,,
209,19:31,,
210,19:41,,
211,19:51,,
212,20:00,,
213,20:09,,
214,20:18,,
215,20:29,,
216,20:36,,
217,20:45,,
218,20:54,,
219,21:03,,
220,21:11,,
221,21:20,,
222,21:29,,
223,21:38,,
224,21:47,,
225,21:56,,
226,22:05,,
227,22:14,,
228,22:22,,
229,22:31,,
230,22:40,,
231,22:49,,
