route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible,bikes_allowed
10,WORKWEEK,,10-0-back-23,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_23,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-24,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_24,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-25,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_25,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-26,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_26,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-27,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_27,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-28,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_28,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-29,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_29,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-3,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_3,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-30,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_30,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-31,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_31,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-32,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_32,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-33,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_33,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-34,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_34,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-35,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_35,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-36,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_36,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-37,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_37,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-38,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_38,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-39,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_39,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-4,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_4,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-40,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_40,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-41,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_41,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-42,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_42,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-43,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_43,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-44,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_44,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-45,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_45,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-46,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_46,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-47,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_47,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-48,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_48,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-49,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_49,,bd. Moscova - str. Miorița,0,,,
